*required* text,*required* text,http://some.domain.com,text,text,text,two character state (all caps),99999 or 99999-9999,"defaults to ""us"" if left blank. two character country (all caps)",physical,text,,,0
*required* text,*required* text,http://some.domain.com/,text,text,text,two character state (all caps),99999 or 99999-9999,"defaults to ""us"" if left blank. two character country (all caps)",physical,text,10685,mangled_url,1
depressive and bipolar support alliance whatcom county,"peer-directed national organization focusing on the two most prevalent mental health conditions, depression and bipolar disorder.  provides hope, help, support, and education to improve the lives of people who have mood disorders.",http://www.dbsalliance.org,800 chestnut street,suite 1c,bellingham,wa,98225,us,physical,whatcom,,,0
depressjve and bipolar support alliance whatcomqcounty,"peer-directed national organization focusing on the two most prevalent mental health conditions, depression and bipolar disorder.  provides hope, help, support, and education to improve the lives of people who have mood disorders.",http://dbsalliance.org,800 chestnut street,suite 1c,bellingham,wa,98225,us,physical,whatcom,10687,mangled_name|mangled_url,1
bellingham parks and recreation division,the parks and recreation department supports a healthy community by providing high quality parks and recreation services.,https://cob.org/services/recreation,210 lottie street,,bellingham,wa,98225,us,physical,whatcom,,,0
bellinghamparks and rebreation divihion,the parks and recreation department supports a healthy community by providing high quality parks and recreation services.,http://cob.org/servijes/recreation/,210 lottie street,,bellingham,wa,98225,us,physical,whatcom,10689,mangled_name|mangled_url,1
mount baker school district,public school district.,http://www.mtbaker.wednet.edu,4956 deming road,,deming,wa,98244,us,physical,whatcom,,,0
movnt baker qchool district,public school district.,http://www.mtbaker.wednet.edu/,4956 deming road,,deming,wa,98244,us,physical,whatcom,10691,mangled_name|mangled_url|street_dup,1
bellingham technical college,"bellingham technical college provides student-centered, high-quality professional technical education for today’s needs and tomorrow’s opportunities.",https://www.btc.edu,3028 lindbergh avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
bellingham technical college,"bellingham technical college provides student-centered, high-quality professional technical education for today’s needs and tomorrow’s opportunities.",http://www.btc.edu,3028 lindbergh avenue,,bellingham,wa,98225,us,physical,whatcom,10693,mangled_url,1
bellingham school district,public school district.,http://bellinghamschools.org,1306 dupont street,,bellingham,wa,98225,us,physical,whatcom,,,0
nooksack valley school district,public school district.,https://www.nv.k12.wa.us,3326 east badger road,,everson,wa,98247,us,physical,whatcom,,,0
nooksack vadley schoo ditrict,public school district.,http://www.nv.k12.wa.us,3326 east badger road,,everson,wa,98247,us,physical,whatcom,10696,mangled_name|mangled_url|street_dup,1
western washington university,pubic university.,http://www.wwu.edu,516 high street,,bellingham,wa,98225,us,physical,whatcom,,,0
western washinton uiversity,pubic university.,http://www.wwu.edu,516 high street,,bellingham,wa,98225,us,physical,whatcom,10698,mangled_name,1
western washington university,pubic university.,http://www.wwu.edu,516 high street,room 540,bellingham,wa,98225,us,physical,whatcom,,,0
western wahington universit,pubic university.,http://www.wwu.edu/,516 high street,room 540,bellingham,wa,98225,us,physical,whatcom,10700,mangled_name|mangled_url|street_dup,1
western washington university,pubic university.,http://www.wwu.edu,516 high street,room 265,bellingham,wa,98225,us,physical,whatcom,,,0
western washington university,pubic university.,http://wwu.edu,516 high street,room 265,bellingham,wa,98225,us,physical,whatcom,10702,mangled_url,1
