*required* text,*required* text,http://some.domain.com,text,text,text,two character state (all caps),99999 or 99999-9999,"defaults to ""us"" if left blank. two character country (all caps)",physical,text,,,0
*reqxired* text,*required* text,http://some.domain.gov,text,text,text,two character state (all caps),99999 or 99999-9999,"defaults to ""us"" if left blank. two character country (all caps)",physical,text,6662,mangled_name|mangled_url,1
depressive and bipolar support alliance whatcom county,"peer-directed national organization focusing on the two most prevalent mental health conditions, depression and bipolar disorder.  provides hope, help, support, and education to improve the lives of people who have mood disorders.",http://www.dbsalliance.org,800 chestnut street,suite 1c,bellingham,wa,98225,us,physical,whatcom,,,0
depressive nd bipolar support alliance whatcom county,"peer-directed national organization focusing on the two most prevalent mental health conditions, depression and bipolar disorder.  provides hope, help, support, and education to improve the lives of people who have mood disorders.",http://www.dbsalliance.gov/,800 chestnut street,suite 1c,bellingham,wa,98225,us,physical,whatcom,6664,mangled_name|mangled_url,1
bellingham parks and recreation division,the parks and recreation department supports a healthy community by providing high quality parks and recreation services.,https://cob.org/services/recreation,210 lottie street,,bellingham,wa,98225,us,physical,whatcom,,,0
bellinbham parks and recreation division,the parks and recreation department supports a healthy community by providing high quality parks and recreation services.,http://cob.com/services/recreation,210 lottie street,,bellingham,wa,98225,us,physical,whatcom,6666,mangled_name|mangled_url|street_dup,1
mount baker school district,public school district.,http://www.mtbaker.wednet.edu,4956 deming road,,deming,wa,98244,us,physical,whatcom,,,0
mount baker school dstricz,public school district.,http://www.mtbaker.wednet.org,4956 deming road,,deming,wa,98244,us,physical,whatcom,6668,mangled_name|mangled_url,1
bellingham technical college,"bellingham technical college provides student-centered, high-quality professional technical education for today’s needs and tomorrow’s opportunities.",https://www.btc.edu,3028 lindbergh avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
bellingham techical college,"bellingham technical college provides student-centered, high-quality professional technical education for today’s needs and tomorrow’s opportunities.",http://wwwhbtc.edu,3028 lindbergh avenue,,bellingham,wa,98225,us,physical,whatcom,6670,mangled_name|mangled_url,1
bellingham school district,public school district.,http://bellinghamschools.org,1306 dupont street,,bellingham,wa,98225,us,physical,whatcom,,,0
bellingham school district,public school district.,http://bellinghabschools.com,1306 dupont street,,bellingham,wa,98225,us,physical,whatcom,6672,mangled_url|street_dup,1
nooksack valley school district,public school district.,https://www.nv.k12.wa.us,3326 east badger road,,everson,wa,98247,us,physical,whatcom,,,0
nooksack valley school district,public school district.,http://nv.k12.wa.us,3326 east badger road,,everson,wa,98247,us,physical,whatcom,6674,mangled_url|street_dup,1
western washington university,pubic university.,http://www.wwu.edu,516 high street,,bellingham,wa,98225,us,physical,whatcom,,,0
western washington university,pubic university.,http://www.wwu.edu/,516 high street,,bellingham,wa,98225,us,physical,whatcom,6676,mangled_url|street_dup,1
